household_id;schema_version;generated_utc;phys_status;phys_status_reason;phys_no_result_reason;phys_no_result_fix;phys_no_result_is_fixable;phys_excess_confirmed;phys_era;phys_rank_fleet;phys_rank_in_era;phys_rank_on;phys_rank_scope;phys_rank_bias_note;phys_rank_value_kwh_yr;phys_rank_value_lo_kwh_yr;phys_rank_excludes_vintage;phys_deficiency_kwh_yr;phys_deficiency_lo_kwh_yr;phys_deficiency_hi_kwh_yr;phys_deficiency_band_kwh_yr;phys_deficiency_pct_of_reference;phys_deficiency_pct_lo;phys_deficiency_pct_hi;phys_group_house_kwh_yr;phys_group_house_lo_kwh_yr;phys_group_house_hi_kwh_yr;phys_group_house_owner;phys_group_heat_pump_kwh_yr;phys_group_heat_pump_lo_kwh_yr;phys_group_heat_pump_hi_kwh_yr;phys_group_heat_pump_owner;phys_heat_pump_point_is_no_claim;phys_term_envelope_kwh_yr;phys_term_emitter_kwh_yr;phys_term_dhw_kwh_yr;phys_term_vintage_kwh_yr;phys_vintage_factor;phys_unit_recommendation;phys_unit_age_years;phys_unit_age_reference_year;phys_unit_service_life_basis;phys_scenario_capacity_lo_kwh_yr;phys_scenario_capacity_mid_kwh_yr;phys_scenario_capacity_hi_kwh_yr;phys_scenario_never_sum_into_total;phys_context_e_as_built_kwh_yr;phys_context_e_reference_kwh_yr;phys_level_is_not_a_prediction;phys_appliances_excluded;phys_completeness_tier;phys_geometry_reconciles;phys_pv_level;phys_n_meter_days;phys_hdd_normal_per_day;phys_weather_basis;visit_status;visit_technician_recoverable_kwh;visit_slope_excess_lo_kwh;visit_slope_excess_hi_kwh;visit_slope_excess_pct;visit_step_kwh_day;visit_rank_in_era;visit_never_sum_with_phys_deficiency;visit_hidden_from_building_pages
7101112;physical_baseline_v2;2026-09-17T07:56:10Z;INCOMPLETE_AUDIT;never computed - see phys_no_result_reason for this household's cause;meter record too short or lacks season coverage;"none - needs a longer meter record; a visit does not help";True;;;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";;;False;;;;;;;;;;;builder;;;;installer;False;;;;;;;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;;;True;True;;;Unknown;;;station normal year (record length does not enter);NOT_ASSESSABLE;;;;;;;True;True
6810910;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;97.0;36.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1779.0;739.0;True;1779.0;739.0;3161.0;2422.0;58.8;24.4;104.5;1779.0;739.0;3161.0;builder;0.0;0.0;0.0;installer;False;1495.0;284.0;0.0;0.0;1.0;KEEP_IN_LIFE;5.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;200.0;399.0;599.0;True;4803.0;3024.0;True;True;T2;True;no PV;1238.0;5.349;station normal year (record length does not enter);INCONCLUSIVE;1391.0;-27.0;2497.0;33.7;1.44;;True;True
9889190;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;102.0;33.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1784.0;615.0;True;1784.0;615.0;3031.0;2415.0;70.2;24.2;119.3;1784.0;615.0;3031.0;builder;0.0;0.0;0.0;installer;False;1374.0;409.0;0.0;0.0;1.0;KEEP_IN_LIFE;7.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;4323.0;2540.0;True;True;T2;True;no PV;1158.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;-1103.0;-2529.0;34.0;-34.8;5.64;;True;True
6808461;physical_baseline_v2;2026-09-17T07:56:10Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;none - the sources disagree too widely to resolve this one;False;False;post2010;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";49.0;-116.0;True;83.0;-86.0;260.0;346.0;3.5;-3.6;10.9;49.0;-116.0;225.0;builder;34.0;24.0;39.0;installer;False;49.0;0.0;0.0;34.0;0.973;KEEP_IN_LIFE;9.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;2470.0;2387.0;True;True;T1;True;no PV;1177.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;16.0;-316.0;257.0;1.2;5.65;;True;True
747511;physical_baseline_v2;2026-09-17T07:56:10Z;INCOMPLETE_AUDIT;never computed - see phys_no_result_reason for this household's cause;meter record too short or lacks season coverage;"none - needs a longer meter record; a visit does not help";True;;;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";;;False;;;;;;;;;;;builder;;;;installer;False;;;;;;;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;;;True;True;;;Unknown;;;station normal year (record length does not enter);NOT_ASSESSABLE;;;;;;;True;True
6773102;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;103.0;34.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1501.0;586.0;True;1566.0;637.0;2556.0;1920.0;66.4;27.0;108.4;1501.0;586.0;2498.0;builder;65.0;44.0;67.0;installer;False;1146.0;356.0;0.0;65.0;0.96;KEEP_IN_LIFE;10.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;50.0;101.0;151.0;True;3925.0;2359.0;True;True;T2;True;no PV;1438.0;3.723;station normal year (record length does not enter);INCONCLUSIVE;-155.0;-1184.0;763.0;-5.6;10.18;;True;True
4710670;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;pre1975;16.0;6.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";3032.0;2756.0;True;3032.0;2756.0;4222.0;1467.0;98.6;89.6;137.3;3032.0;2756.0;4222.0;builder;0.0;0.0;0.0;installer;False;2742.0;290.0;0.0;0.0;1.0;KEEP_IN_LIFE;7.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;6108.0;3076.0;True;True;T1;True;PV;1154.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;1025.0;-638.0;1290.0;18.9;7.46;;True;True
716869;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;110.0;42.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1264.0;433.0;False;1264.0;433.0;2221.0;1788.0;51.5;17.7;90.5;1134.0;336.0;2114.0;builder;131.0;77.0;139.0;installer;False;1134.0;0.0;0.0;131.0;0.931;PLAN_REPLACEMENT;13.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;3720.0;2455.0;True;True;T2;True;no PV;1166.0;3.841;station normal year (record length does not enter);INCONCLUSIVE;-556.0;-1653.0;379.0;-18.3;6.3;;True;True
115508;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;80.0;26.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1413.0;1008.0;True;1413.0;1008.0;2151.0;1144.0;84.1;59.9;128.0;1413.0;1008.0;2151.0;builder;0.0;0.0;0.0;installer;False;1259.0;154.0;0.0;0.0;1.0;KEEP_IN_LIFE;6.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;3094.0;1681.0;True;True;T2;True;no PV;1217.0;3.836;station normal year (record length does not enter);INCONCLUSIVE;676.0;-350.0;1062.0;26.9;11.51;;True;True
781099;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;78.0;25.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1246.0;1034.0;True;1387.0;1151.0;1757.0;606.0;85.9;71.3;108.8;1246.0;1034.0;1614.0;builder;141.0;97.0;156.0;installer;False;1101.0;145.0;0.0;141.0;0.894;KEEP_IN_LIFE;15.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;3001.0;1615.0;True;True;T1;True;no PV;1454.0;4.053;station normal year (record length does not enter);INCONCLUSIVE;480.0;-67.0;882.0;19.8;9.8;;True;True
105768;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;95.0;31.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2081.0;760.0;True;2081.0;760.0;3371.0;2611.0;102.7;37.5;166.4;2081.0;760.0;3371.0;builder;0.0;0.0;0.0;installer;False;1568.0;513.0;0.0;0.0;1.0;KEEP_IN_LIFE;7.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;44.0;89.0;133.0;True;4107.0;2026.0;True;True;T2;True;PV;1158.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;-498.0;-2222.0;924.0;-13.0;6.11;;True;True
8010411;physical_baseline_v2;2026-09-17T07:56:10Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;none - the sources disagree too widely to resolve this one;False;False;post2010;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";120.0;-95.0;True;120.0;-95.0;315.0;410.0;2.4;-1.9;6.4;120.0;-95.0;315.0;builder;0.0;0.0;0.0;installer;False;120.0;0.0;0.0;0.0;1.0;KEEP_IN_LIFE;6.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;139.0;279.0;418.0;True;5019.0;4900.0;True;True;T1;True;no PV;1126.0;3.628;station normal year (record length does not enter);SLOPE_EXCESS;1618.0;1015.0;2051.0;48.8;8.85;3.0;True;True
7086681;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;2001_2010;123.0;24.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";528.0;330.0;False;528.0;330.0;721.0;392.0;25.9;16.2;35.4;380.0;225.0;593.0;builder;148.0;90.0;157.0;installer;False;380.0;0.0;0.0;148.0;0.92;PLAN_REPLACEMENT;14.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;17.0;33.0;50.0;True;2568.0;2040.0;True;True;T1;True;no PV;1396.0;3.717;station normal year (record length does not enter);SLOPE_EXCESS;1837.0;1069.0;2697.0;82.5;0.33;2.0;True;True
868122;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;1976_1990;36.0;10.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2551.0;2176.0;True;2718.0;2306.0;3558.0;1252.0;97.4;82.6;127.5;2551.0;2176.0;3388.0;builder;167.0;99.0;178.0;installer;False;2254.0;297.0;0.0;167.0;0.943;KEEP_IN_LIFE;12.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;3.0;6.0;10.0;True;5509.0;2791.0;True;True;T1;True;no PV;1537.0;3.717;station normal year (record length does not enter);USES_LESS_THAN_MODELLED;-827.0;-1697.0;-357.0;-16.0;3.13;;True;True
881223;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;1976_1990;30.0;7.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";3459.0;2404.0;False;3459.0;2404.0;4884.0;2480.0;127.2;88.4;179.6;3197.0;2192.0;4655.0;builder;262.0;162.0;283.0;installer;False;1409.0;563.0;1225.0;262.0;0.908;PLAN_REPLACEMENT;15.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;174.0;348.0;522.0;True;6179.0;2720.0;True;True;T2;True;no PV;1206.0;3.841;station normal year (record length does not enter);SLOPE_EXCESS;4508.0;2769.0;5636.0;105.5;12.12;2.0;True;True
118708;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1991_2000;157.0;20.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";165.0;51.0;True;229.0;105.0;440.0;336.0;15.5;7.1;29.8;165.0;51.0;365.0;builder;64.0;46.0;76.0;installer;False;165.0;0.0;0.0;64.0;0.934;KEEP_IN_LIFE;12.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;31.0;62.0;93.0;True;1708.0;1478.0;True;True;T2;False;no PV;1395.0;3.717;station normal year (record length does not enter);SLOPE_EXCESS;1259.0;804.0;1571.0;111.4;9.04;4.0;True;True
1037610;physical_baseline_v2;2026-09-17T07:56:10Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;none - the sources disagree too widely to resolve this one;False;False;post2010;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";50.0;-137.0;True;50.0;-137.0;240.0;377.0;1.8;-5.0;8.7;50.0;-137.0;240.0;builder;0.0;0.0;0.0;installer;False;50.0;0.0;0.0;0.0;1.0;KEEP_IN_LIFE;5.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;9.0;19.0;28.0;True;2801.0;2750.0;True;True;T1;True;no PV;1240.0;3.723;station normal year (record length does not enter);INCONCLUSIVE;981.0;-93.0;1619.0;72.3;-3.6;;True;True
6885841;physical_baseline_v2;2026-09-17T07:56:10Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;none - the sources disagree too widely to resolve this one;False;False;post2010;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";78.0;-45.0;True;78.0;-45.0;207.0;253.0;2.4;-1.4;6.5;78.0;-45.0;207.0;builder;0.0;0.0;0.0;installer;False;78.0;0.0;0.0;0.0;1.0;KEEP_IN_LIFE;7.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;15.0;30.0;45.0;True;3266.0;3189.0;True;True;T1;True;no PV;1288.0;3.723;station normal year (record length does not enter);INCONCLUSIVE;-96.0;-407.0;183.0;-5.0;3.2;;True;True
2794690;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;134.0;56.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";778.0;251.0;True;778.0;251.0;1479.0;1228.0;22.7;7.3;43.1;778.0;251.0;1479.0;builder;0.0;0.0;0.0;installer;False;778.0;0.0;0.0;0.0;1.0;KEEP_IN_LIFE;6.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;4208.0;3431.0;True;True;T2;True;no PV;1214.0;3.723;station normal year (record length does not enter);INCONCLUSIVE;775.0;-67.0;1417.0;35.8;5.42;;True;True
111119;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;82.0;27.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1110.0;958.0;True;1110.0;958.0;1777.0;819.0;60.3;52.1;96.6;1110.0;958.0;1777.0;builder;0.0;0.0;0.0;installer;False;1110.0;0.0;0.0;0.0;1.0;KEEP_IN_LIFE;7.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;2949.0;1839.0;True;True;T1;True;no PV;1550.0;3.717;station normal year (record length does not enter);USES_LESS_THAN_MODELLED;-452.0;-1128.0;-340.0;-19.1;5.12;;True;True
105807;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;115.0;45.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1046.0;397.0;True;1306.0;599.0;1993.0;1394.0;73.3;33.6;111.8;1046.0;397.0;1752.0;builder;260.0;177.0;275.0;installer;False;877.0;169.0;0.0;260.0;0.841;KEEP_IN_LIFE;19.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;99.0;198.0;297.0;True;3088.0;1782.0;True;True;T2;True;no PV;1243.0;3.723;station normal year (record length does not enter);SLOPE_EXCESS;3076.0;2173.0;3737.0;122.5;11.86;3.0;True;True
7374981;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;post2010;156.0;3.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";308.0;65.0;False;308.0;65.0;478.0;414.0;7.1;1.5;11.0;111.0;-91.0;306.0;builder;197.0;119.0;212.0;installer;False;111.0;0.0;0.0;197.0;0.931;PLAN_REPLACEMENT;13.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;104.0;208.0;312.0;True;4675.0;4367.0;True;True;T1;True;PV;1159.0;5.349;station normal year (record length does not enter);SLOPE_EXCESS;3635.0;2613.0;4395.0;122.3;-0.28;2.0;True;True
861116;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;100.0;39.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1702.0;689.0;False;1702.0;689.0;2629.0;1940.0;68.2;27.6;105.3;1231.0;350.0;2208.0;builder;471.0;264.0;485.0;installer;False;1231.0;0.0;0.0;471.0;0.794;REPLACE_END_OF_LIFE;44.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;62.0;124.0;187.0;True;4199.0;2497.0;True;True;T2;True;no PV;1365.0;3.727;station normal year (record length does not enter);INCONCLUSIVE;-867.0;-1958.0;281.0;-24.6;9.5;;True;True
108511;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;2001_2010;146.0;31.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";414.0;189.0;True;791.0;515.0;1148.0;633.0;25.5;16.6;37.1;414.0;189.0;793.0;builder;377.0;258.0;423.0;installer;False;414.0;0.0;0.0;377.0;0.814;KEEP_IN_LIFE;21.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;3886.0;3096.0;True;True;T1;True;no PV;804.0;3.717;station normal year (record length does not enter);SLOPE_EXCESS;1326.0;406.0;2215.0;54.3;10.29;7.0;True;True
119701;physical_baseline_v2;2026-09-17T07:56:10Z;INCOMPLETE_AUDIT;never computed - see phys_no_result_reason for this household's cause;meter record too short or lacks season coverage;"none - needs a longer meter record; a visit does not help";True;;;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";;;False;;;;;;;;;;;builder;;;;installer;False;;;;;;;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;;;True;True;;;Unknown;;;station normal year (record length does not enter);NOT_ASSESSABLE;;;;;;;True;True
86109;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;135.0;57.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";937.0;248.0;True;956.0;262.0;1787.0;1525.0;41.4;11.3;77.4;937.0;248.0;1775.0;builder;19.0;11.0;20.0;installer;False;937.0;0.0;0.0;19.0;0.989;KEEP_IN_LIFE;8.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;3266.0;2309.0;True;True;T2;True;no PV;1434.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;-52.0;-951.0;625.0;-2.0;3.43;;True;True
1037311;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;150.0;62.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";601.0;163.0;True;601.0;163.0;1236.0;1073.0;30.5;8.3;62.7;601.0;163.0;1236.0;builder;0.0;0.0;0.0;installer;False;601.0;0.0;0.0;0.0;1.0;KEEP_IN_LIFE;4.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;2573.0;1971.0;True;True;T2;True;no PV;1163.0;3.717;station normal year (record length does not enter);USES_LESS_THAN_MODELLED;-645.0;-1432.0;-186.0;-37.8;1.87;;True;True
768498;physical_baseline_v2;2026-09-17T07:56:10Z;INCOMPLETE_AUDIT;never computed - see phys_no_result_reason for this household's cause;meter record too short or lacks season coverage;"none - needs a longer meter record; a visit does not help";True;;;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";;;False;;;;;;;;;;;builder;;;;installer;False;;;;;;;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;;;True;True;;;Unknown;;;station normal year (record length does not enter);NOT_ASSESSABLE;;;;;;;True;True
116121;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;pre1975;1.0;1.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";7988.0;7142.0;False;7988.0;7142.0;9935.0;2793.0;187.3;167.5;233.0;7527.0;6787.0;9502.0;builder;461.0;286.0;499.0;installer;False;5313.0;989.0;1225.0;461.0;0.908;PLAN_REPLACEMENT;15.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;12251.0;4264.0;True;True;T1;True;no PV;1241.0;4.053;station normal year (record length does not enter);USES_LESS_THAN_MODELLED;-1952.0;-4373.0;-1112.0;-18.9;3.45;;True;True
120741;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;68.0;17.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1546.0;1309.0;False;1546.0;1309.0;2054.0;745.0;68.5;58.0;91.1;1409.0;1196.0;1938.0;builder;137.0;87.0;150.0;installer;False;1409.0;0.0;0.0;137.0;0.92;PLAN_REPLACEMENT;14.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;66.0;132.0;198.0;True;3801.0;2255.0;True;True;T1;True;no PV;1208.0;3.717;station normal year (record length does not enter);SLOPE_EXCESS;2706.0;2026.0;3310.0;86.7;3.57;4.0;True;True
